ref,title,price,image,quantity,size,chain_size,amazonite,amethyst,amethysts,aquamarines,aventurine,black ceramic,black lacquer,bracelets,brown diamonds,carnelian,carnelians,ceramic,chrysoprase,chrysoprases,citrine,coral,diamond,diamonds,earrings,emeralds,garnets,gray mother_of_pearl,lacquer,lapis lazuli,malachite,mother_of_pearl,necklaces,non_rhodiumized white gold,obsidians,onyx,pearl,peridots,pink gold,pink sapphire,pink sapphires,platinum,rings,rubies,sapphire,sapphires,spessartite garnet,spinels,tsavorite garnet,tsavorite garnets,white gold,white mother_of_pearl,yellow gold
 B4221000,Maillon Panthère wedding band,3300,https://www.cartier.com/content/dam/rcq/car/15/23/19/6/1523196.png,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4230700,Maillon Panthère ring,3500,https://www.cartier.com/content/dam/rcq/car/18/11/96/1/1811961.png,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4098800,"Maillon Panthère thin wedding band, 2 half diamond-paved rows",5000,https://www.cartier.com/content/dam/rcq/car/58/45/89/584589.png,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4216000,Maillon Panthère ring,5000,https://www.cartier.com/content/dam/rcq/car/14/37/31/7/1437317.png,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4098900,"Maillon Panthère thin wedding band, 2 half diamond-paved rows",5350,https://www.cartier.com/content/dam/rcq/car/58/72/52/587252.png,14,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4095300,"Maillon Panthère ring, 3 half diamond-paved rows",7850,https://www.cartier.com/content/dam/rcq/car/58/52/68/585268.png,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4127100,"Maillon Panthère ring, 3 half diamond-paved rows",7850,https://www.cartier.com/content/dam/rcq/car/15/55/68/6/1555686.png,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4127200,"Maillon Panthère ring, 3 half diamond-paved rows",8400,https://www.cartier.com/content/dam/rcq/car/15/55/68/7/1555687.png,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4227400,Ecrou de Cartier ring,2360,https://www.cartier.com/content/dam/rcq/car/16/43/46/6/1643466.png,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4227200,Ecrou de Cartier ring,2210,https://www.cartier.com/content/dam/rcq/car/16/43/46/4/1643464.png,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 B4227300,Ecrou de Cartier ring,2210,https://www.cartier.com/content/dam/rcq/car/16/43/46/5/1643465.png,29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 N4764900,Ecrou de Cartier ring,14800,https://www.cartier.com/content/dam/rcq/car/18/25/31/7/1825317.png,37,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 N4753000,Pluie de Cartier ring,30800,https://www.cartier.com/content/dam/rcq/car/16/49/51/1/1649511.png,44,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4229900,Clash de Cartier ring Medium Model,3050,https://www.cartier.com/content/dam/rcq/car/18/12/46/0/1812460.png,6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4229800,Clash de Cartier ring Small Model,2120,https://www.cartier.com/content/dam/rcq/car/18/11/84/2/1811842.png,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B4233100,Clash de Cartier ring Small Model,2270,https://www.cartier.com/content/dam/rcq/car/18/11/84/5/1811845.png,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4231100,Clash de Cartier ring Medium Model,3300,https://www.cartier.com/content/dam/rcq/car/18/11/84/3/1811843.png,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 B4233000,Clash de Cartier ring Medium Model,3300,https://www.cartier.com/content/dam/rcq/car/18/11/84/4/1811844.png,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
 N4765400,Clash de Cartier ring Diamonds,8500,https://www.cartier.com/content/dam/rcq/car/18/09/15/1/1809151.png,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 B6044017,"Amulette de Cartier bracelet, XS model",1780,https://www.cartier.com/content/dam/rcq/car/14/64/19/7/1464197.png,2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 B6047117,"Amulette de Cartier bracelet, XS model",2050,https://www.cartier.com/content/dam/rcq/car/14/64/20/4/1464204.png,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6044117,"Amulette de Cartier bracelet, XS model",1780,https://www.cartier.com/content/dam/rcq/car/14/64/19/8/1464198.png,15,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6036917,"Love bracelet, diamond-paved",40100,https://www.cartier.com/content/dam/rcq/car/59/38/89/593889.png,25,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6047517,"Love bracelet, SM",4050,https://www.cartier.com/content/dam/rcq/car/14/37/25/7/1437257.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6047317,"Love bracelet, SM",4050,https://www.cartier.com/content/dam/rcq/car/14/37/25/3/1437253.png,40,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6047417,"Love bracelet, SM",4350,https://www.cartier.com/content/dam/rcq/car/14/37/25/5/1437255.png,47,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6032417,Love bracelet,4500,https://www.cartier.com/content/dam/rcq/car/59/03/44/590344.png,14,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6032617,Love bracelet,4500,https://www.cartier.com/content/dam/rcq/car/58/87/21/588721.png,33,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6032517,Love bracelet,4800,https://www.cartier.com/content/dam/rcq/car/59/11/34/591134.png,40,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6035917,"Love bracelet, 4 diamonds",10100,https://www.cartier.com/content/dam/rcq/car/58/75/68/587568.png,47,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6036017,"Love bracelet, 4 diamonds",10100,https://www.cartier.com/content/dam/rcq/car/59/26/81/592681.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6035817,"Love bracelet, 4 diamonds",10800,https://www.cartier.com/content/dam/rcq/car/58/40/15/584015.png,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6029817,"Love bracelet, 1 diamond",5300,https://www.cartier.com/content/dam/rcq/car/59/05/57/590557.png,25,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6029917,"Love bracelet, 1 diamond",5700,https://www.cartier.com/content/dam/rcq/car/19/63/03/3/1963033.png,21,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6047817,"Love bracelet, small model, 10 diamonds",8100,https://www.cartier.com/content/dam/rcq/car/17/74/10/7/1774107.png,30,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6047917,"Love bracelet, small model, 10 diamonds",8100,https://www.cartier.com/content/dam/rcq/car/16/26/48/1/1626481.png,50,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6048017,"Love bracelet, small model, 10 diamonds",8650,https://www.cartier.com/content/dam/rcq/car/19/21/22/6/1921226.png,25,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6710617,"Love bracelet, small model, pavé",24900,https://www.cartier.com/content/dam/rcq/car/14/37/25/9/1437259.png,41,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N6710717,"Love bracelet, small model, pavé",24900,https://www.cartier.com/content/dam/rcq/car/14/37/26/1/1437261.png,14,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6710817,"Love bracelet, small model, pavé",26700,https://www.cartier.com/content/dam/rcq/car/14/37/26/3/1437263.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6035017,"Love bracelet, diamond-paved",40100,https://www.cartier.com/content/dam/rcq/car/58/33/45/583345.png,47,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N6032417,"Love bracelet, diamond-paved, ceramic",43300,https://www.cartier.com/content/dam/rcq/car/58/84/59/588459.png,13,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6047217,"Love bracelet, small model, 6 diamonds",6000,https://www.cartier.com/content/dam/rcq/car/16/41/57/5/1641575.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6047617,"Love bracelet, small model, 6 diamonds",6000,https://www.cartier.com/content/dam/rcq/car/19/55/29/7/1955297.png,14,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6047717,"Love bracelet, small model, 6 diamonds",6400,https://www.cartier.com/content/dam/rcq/car/16/41/57/7/1641577.png,35,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6064617,Love bracelet,7600,https://www.cartier.com/content/dam/rcq/car/19/55/29/9/1955299.png,19,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6064717,Love bracelet,8150,https://www.cartier.com/content/dam/rcq/car/19/55/30/0/1955300.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6717617,Love bracelet,43200,https://www.cartier.com/content/dam/rcq/car/19/58/58/7/1958587.png,41,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6030017,"Love bracelet, 1 pink sapphire",4950,https://www.cartier.com/content/dam/rcq/car/58/82/49/588249.png,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6064516,Panthère de Cartier bracelet,8750,https://www.cartier.com/content/dam/rcq/car/16/48/34/8/1648348.png,37,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N6706117,Panthère de Cartier bracelet,10400,https://www.cartier.com/content/dam/rcq/car/92/67/22/926722.png,29,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N6711617,Panthère de Cartier bracelet,10400,https://www.cartier.com/content/dam/rcq/car/14/65/62/3/1465623.png,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 N6036700,Panthère de Cartier bracelet,18200,https://www.cartier.com/content/dam/rcq/car/59/34/95/593495.png,41,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 N6715217,Panthère de Cartier bracelet,19700,https://www.cartier.com/content/dam/rcq/car/18/12/47/2/1812472.png,33,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N6712017,Panthère de Cartier bracelet,29600,https://www.cartier.com/content/dam/rcq/car/16/49/58/7/1649587.png,35,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N6712117,Panthère de Cartier bracelet,29600,https://www.cartier.com/content/dam/rcq/car/16/48/35/0/1648350.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 N6706217,Panthère de Cartier bracelet,33900,https://www.cartier.com/content/dam/rcq/car/92/67/23/926723.png,45,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6046516,Panthère de Cartier bracelet,8750,https://www.cartier.com/content/dam/rcq/car/16/48/34/4/1648344.png,38,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 N6034202,Panthère de Cartier bracelet,37400,https://www.cartier.com/content/dam/rcq/car/58/48/23/584823.png,37,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
 H6001017,Panthère de Cartier bracelet,126000,https://www.cartier.com/content/dam/rcq/car/98/96/19/989619.png,30,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 HP601186,Panthère de Cartier bracelet,149000,https://www.cartier.com/content/dam/rcq/car/59/23/65/592365.png,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6001517,Panthère de Cartier bracelet,160000,https://www.cartier.com/content/dam/rcq/car/77/72/65/777265.png,19,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6007417,Panthère de Cartier bracelet,228000,https://www.cartier.com/content/dam/rcq/car/74/44/33/744433.png,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6013017,Panthère de Cartier bracelet,234000,https://www.cartier.com/content/dam/rcq/car/11/15/16/3/1115163.png,24,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6013117,Panthère de Cartier bracelet,234000,https://www.cartier.com/content/dam/rcq/car/11/15/16/6/1115166.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 H6007517,Panthère de Cartier bracelet,251000,https://www.cartier.com/content/dam/rcq/car/77/38/26/773826.png,35,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 HP601197,Panthère de Cartier bracelet,306000,https://www.cartier.com/content/dam/rcq/car/59/36/95/593695.png,44,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 H6024617,Cactus de Cartier bracelet,68500,https://www.cartier.com/content/dam/rcq/car/16/49/58/4/1649584.png,22,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 H6015317,Cactus de Cartier bracelet,200000,https://www.cartier.com/content/dam/rcq/car/11/85/31/6/1185316.png,28,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 H6015217,Cactus de Cartier bracelet,217000,https://www.cartier.com/content/dam/rcq/car/11/70/80/4/1170804.png,29,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6016700,Trinity bracelet,580,https://www.cartier.com/content/dam/rcq/car/10/57/41/2/1057412.png,18,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 B6036818,Trinity bracelet,1140,https://www.cartier.com/content/dam/rcq/car/19/54/97/8/1954978.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 B6058718,Trinity bracelet,2980,https://www.cartier.com/content/dam/rcq/car/16/48/34/7/1648347.png,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 B6050217,Trinity bracelet,6700,https://www.cartier.com/content/dam/rcq/car/14/62/69/1/1462691.png,22,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 B6013302,Trinity bracelet,9100,https://www.cartier.com/content/dam/rcq/car/92/55/81/925581.png,46,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 N6703317,C de Cartier bracelet,11800,https://www.cartier.com/content/dam/rcq/car/59/33/88/593388.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6703417,C de Cartier bracelet,12600,https://www.cartier.com/content/dam/rcq/car/58/84/95/588495.png,9,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6707917,Essential Lines bracelet,20600,https://www.cartier.com/content/dam/rcq/car/72/01/88/720188.png,21,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6711417,Essential Lines bracelet,26800,https://www.cartier.com/content/dam/rcq/car/14/37/84/7/1437847.png,39,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
 N6712417,Essential Lines bracelet,16200,https://www.cartier.com/content/dam/rcq/car/16/71/09/1/1671091.png,34,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
 N6712317,Essential Lines bracelet,22300,https://www.cartier.com/content/dam/rcq/car/14/69/79/4/1469794.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
 B6037300,Saphirs Légers de Cartier bracelet,920,https://www.cartier.com/content/dam/rcq/car/58/48/35/584835.png,43,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6040300,"Diamants Légers bracelet, SM",1180,https://www.cartier.com/content/dam/rcq/car/13/86/10/8/1386108.png,18,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6043300,"Diamants Légers bracelet, SM",1180,https://www.cartier.com/content/dam/rcq/car/13/86/11/0/1386110.png,31,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6037200,"Diamants Légers bracelet, SM",1260,https://www.cartier.com/content/dam/rcq/car/58/40/14/584014.png,34,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6062917,Diamants Légers bracelet,1750,https://www.cartier.com/content/dam/rcq/car/13/86/11/0/1386110.png,7,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
